placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,linha,lo,lodist,recruit,data_morta,altura,altura_1,dap.04,mv.04,data04,am_f4.x,pq_f4.x,obs.04,am_f4.y,pq_f4.y,obs_cic4,c.05,mv.05,obs.05,am_f5,pq_f5,obs_cic5,data_cic5,data05,c.06,mv.06,obs.06,am_f6,pq_f6,obs_cic6,obs_m066,data_cic6,data_m066,data06,dap.07,c.07,mv.07,obs.07,data07,nova_placa.07,c07p,am_f7,pq_f7,caidape_c07p,obs_c07p,data_c07p,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,obs_c09,cicat.09,Rec.09,am_f9,pq_f9,obs_cic9,data_cic9,qt_f9,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,mv.22,c.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
6649,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,3,125,29,L,15,i04,2009,14,14,43.3,v,09_09_2004,33,0.75,,33,75,,1,v,cr,,,NQ,04_10_2005,18_08_2005,2,v,CR,,,nq,,14_09_2006,,11_08_2006,,1,v,cq_cr,19_07_2007,,5,0,0,p,,19_09_2007,43.2,1,v,cq/cr,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6650,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,4,150,29,O,10,i04,2022,19,19,42.5,v,09_09_2004,21,0.8,,21,80,,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,50,50,p,,19_09_2007,43,4,v,,07_08_2008,4,v,,0,0,160,65,,10_09_2009,,11_08_2009,44.7,4,v,,12_07_2010,47.2,4,v,casca estufada,14_09_2011,48.9,5,v,casca estufada,12_08_2012,47.7,4,v,cq casca solta,29_07_2014,48.2,4,v,10m oste,18_10_2016,49.1,2,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6651,,marupa,Simama,Simarouba,amara Aubl.,Simarubaceae,,,40,1,C,4,165,29,L,6,i04,2022,15,15,53.5,v,09_09_2004,NQ,,,,,NQ,4,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,4,3,p,,19_09_2007,56.1,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,59.3,5,v,,12_07_2010,60.3,5,v,,14_09_2011,61.2,5,v,,12_08_2012,63.8,5,v,,29_07_2014,65.4,5,v,,18_10_2016,67.7,5,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6652,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,4,163,29,L,19,i04,,17,17,42.9,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,3,v,,,,nq,,14_09_2006,,11_08_2006,,3,v,ne,19_07_2007,,0,,,p,,19_09_2007,42.9,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,42,4,v,,12_07_2010,41.7,4,v,,14_09_2011,41.5,5,v,,12_08_2012,41.8,5,v,,29_07_2014,41.8,2,v,,18_10_2016,41.8,5,v,ns dist 163 lo dist 19,16_07_2018,41.7,v,4,,,17_08_2022,Sabrina_Darlisson_Leandro,42.3,3,v,cq,26_06_2024,Santarem_Nathalia_Maraca
6653,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,4,175,29,L,25,i04,2004,4,4,50,m,09_09_2004,NQ,,toco 4m de altura,,,NQ,0,m,,,,NQ,04_10_2005,18_08_2005,0,m,,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,20,100,c,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6654,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,4,180,29,O,17,i04,2012,22,22,47.7,v,09_09_2004,29,0.75,,29,75,,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,10,20,,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,10,70,p,,19_09_2007,48.8,4,v,cr/toco,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,51.5,5,v,casca estufada,12_07_2010,51.5,5,v,,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6655,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,2,190,29,O,0.5,i04,2014,20,20,40.3,v,09_09_2004,44,1,,44,100,,4,v,,53,20,,04_10_2005,18_08_2005,3,v,,15,70,,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,,,p,,19_09_2007,41.2,4,v,,07_08_2008,4,v,,2,1,0,0,,10_09_2009,,11_08_2009,43.2,5,v,,12_07_2010,43.9,4,v,,14_09_2011,44.4,5,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6656,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,5,202,29,L,18,i04,2014,19,19,52.2,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,3,v,CR,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,30,90,p,,19_09_2007,51.2,2,v,,07_08_2008,3,v,cq,0,0,0,0,,10_09_2009,,11_08_2009,52.6,4,v,cq/cr,12_07_2010,52.7,3,v,cr,14_09_2011,52.1,1,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6657,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,5,230,29,O,20,i04,2016,20,20,47.7,v,09_09_2004,2,0.5,,2,50,,5,v,,,,NQ,04_10_2005,18_08_2005,3,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,138,30,p,,19_09_2007,46.1,3,v,,07_08_2008,4,v,,2,1,30,10,,10_09_2009,,11_08_2009,48.5,4,v,casca estufada,12_07_2010,48.8,2,v,casca solta,14_09_2011,47.4,2,v,casca solta,12_08_2012,47.6,2,v,,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6658,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,C,6,275,29,O,15,i04,,19,19,45.1,v,09_09_2004,52,0.1,,52,10,,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,50,80,p,,19_09_2007,44.1,4,v,,07_08_2008,5,v,,2,1,25,10,,10_09_2009,,11_08_2009,48.6,5,v,,12_07_2010,48.6,5,v,,14_09_2011,49.5,5,v,,12_08_2012,50.5,5,v,,29_07_2014,51.5,3,v,,18_10_2016,51.8,5,v,lo dist 15,16_07_2018,52.7,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,54.4,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6659,,morototo,Schmor,Didymopanax,morototoni (Aubl.) Decne. & Planch.,Araliaceae,,0.44,40,1,C,6,282,29,O,6,i04,2008,20,20,60.5,v,09_09_2004,27,0.4,,27,40,,4,v,,,,NQ,04_10_2005,18_08_2005,2,v,,20,80,,,14_09_2006,,11_08_2006,,2,v,,19_07_2007,,0,205,100,p,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6660,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,6,280,29,L,2,i04,2008,16,16,45.1,v,09_09_2004,30,0.1,,30,10,,5,v,,1,80,,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,41,50,p,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,,,,10_09_2009,QT,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6661,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,6,285,29,L,6,i04,,15,15,45.8,v,09_09_2004,NQ,,,,,NQ,4,v,,10,6,,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,30,10,p,,19_09_2007,45.7,4,v,,07_08_2008,5,v,,0,0,88,25,,10_09_2009,,11_08_2009,47.1,4,v,,12_07_2010,47.5,4,v,,14_09_2011,47,5,v,,12_08_2012,47,3,v,cq,29_07_2014,46.6,3,v,,18_10_2016,46.7,4,v,,16_07_2018,46.9,v,4,,,17_08_2022,Sabrina_Darlisson_Leandro,46.8,3,v,ct,26_06_2024,Santarem_Nathalia_Maraca
6662,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,7,300,29,O,20,i04,,28,28,64,v,09_09_2004,40,0.08,,40,8,,4,v,,20,10,,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,114,50,p,,19_09_2007,65.4,4,v,,07_08_2008,5,v,,1,0.5,0,0,,10_09_2009,,11_08_2009,69,5,v,,12_07_2010,69.8,5,v,,14_09_2011,71.6,5,v,,12_08_2012,73.6,5,v,,29_07_2014,75.5,4,v,,18_10_2016,75.7,5,v,alt 28,16_07_2018,77.7,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,79.8,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6663,,breu_aroeira,Dacmic,Dacryodes,microcarpa Cuart.,Burseraceae,,0.511666667,40,1,C,6,292,29,O,17,i04,,18,18,48,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,23,10,p,,19_09_2007,44.5,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,46.6,5,v,,12_07_2010,46.5,4,v,,14_09_2011,47,5,v,,12_08_2012,47.4,5,v,,29_07_2014,48.1,4,v,,18_10_2016,50,4,v,,16_07_2018,50.8,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,52.2,4,v,,26_06_2024,Santarem_Nathalia_Maraca
6664,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,7,302,29,L,25,i04,2018,17,17,46.1,v,09_09_2004,20,0.8,,20,80,,4,v,cq,15,10,,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,35,40,p,,19_09_2007,46.1,4,v,cq,07_08_2008,4,v,,0,0,20,10,,10_09_2009,,11_08_2009,47.6,4,v,cq,12_07_2010,48.3,4,v,,14_09_2011,49.5,5,v,,12_08_2012,50.8,4,v,,29_07_2014,51.1,1,v,,18_10_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6665,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,7,304,29,L,25,i04,2022,16,16,47.2,v,09_09_2004,50,1,,50,100,,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,63,50,p,,19_09_2007,46,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,46.2,3,v,,12_07_2010,47,3,v,,14_09_2011,47.8,5,v,casca solta,12_08_2012,50,3,v,,29_07_2014,49.7,3,v,,18_10_2016,48.3,1,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6666,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,7,306,29,L,25,i04,2022,23,23,49.6,v,09_09_2004,NQ,,,,,NQ,4,v,cq,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,0,0,p,,19_09_2007,50.6,4,v,cq,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,51.4,4,v,cq,12_07_2010,52.3,4,v,,14_09_2011,52,5,v,,12_08_2012,54,4,v,,29_07_2014,53.9,3,v,,18_10_2016,53.8,1,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6667,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,7,310,29,L,8,i04,,14,14,48.2,v,09_09_2004,23,0.5,,23,50,,4,v,,26,10,,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,50,80,p,,19_09_2007,48.7,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,50.7,4,v,cq/cr,12_07_2010,51.2,4,v,,14_09_2011,52,5,v,,12_08_2012,53,4,v,,29_07_2014,53.6,4,v,,18_10_2016,54,5,v,,16_07_2018,55,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,55.5,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6668,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,7,330,29,L,18,i04,2018,18,18,44,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,10,100,p,,19_09_2007,45,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,45.4,4,v,,12_07_2010,45.2,4,v,,14_09_2011,45.2,5,v,,12_08_2012,46.2,4,v,,29_07_2014,45,1,v,,18_10_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6669,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,C,7,345,29,L,7,i04,2014,15,15,42.7,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,7,10,p,,19_09_2007,44.2,5,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,45.2,5,v,,12_07_2010,45.7,4,v,,14_09_2011,45.7,3,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6670,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,7,345,29,O,2,i04,,14,14,42.7,v,09_09_2004,13,0.8,,13,80,,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,10,10,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,30,10,p,,19_09_2007,43.6,5,v,,07_08_2008,5,v,,0,0,40,10,,10_09_2009,,11_08_2009,44.7,5,v,,12_07_2010,44.9,5,v,,14_09_2011,44.9,5,v,,12_08_2012,45.6,5,v,,29_07_2014,46.3,5,v,,18_10_2016,47.1,5,v,,16_07_2018,47.7,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,49.3,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6671,,araracanga_marfim,Aspdes,Aspidosperma,desmanthum Bth. ex Muell. Arg.,Apocynaceae,,,40,1,C,8,360,29,L,1,i04,2022,18,18,41,v,09_09_2004,91,1,,91,100,,5,v,,43,20,,04_10_2005,18_08_2005,4,v,,120,60,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,40,30,p,,19_09_2007,43.9,5,v,,07_08_2008,5,v,,1,0.5,0,0,,10_09_2009,,11_08_2009,46.9,5,v,,12_07_2010,47.4,5,v,,14_09_2011,48.2,5,v,,12_08_2012,49.7,5,v,,29_07_2014,49.5,5,v,,18_10_2016,50,5,v,araracanga_marfim,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6672,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,,40,1,C,8,363,29,O,15,i04,2005,,,59.2,v,09_09_2004,40,0.5,Parcialmente M,40,50,,0,m,pr,,,pr,04_10_2005,18_08_2005,0,m,,,,,,14_09_2006,,11_08_2006,,0,m,ne,19_07_2007,,,,,,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6673,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,8,380,29,L,7,i04,2016,16,16,48.2,v,09_09_2004,20,0.1,,20,10,,4,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,97,50,p,,19_09_2007,51.3,5,v,,07_08_2008,4,v,,1,0.5,0,0,,10_09_2009,,11_08_2009,55.7,5,v,,12_07_2010,55.8,4,v,,14_09_2011,57.1,5,v,casca estufada,12_08_2012,57.6,4,v,,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6674,,sucuba,Himart,Himatanthus,articulatus (Vahl) Woodson,Apocynaceae,,0.554,40,1,C,8,382,29,L,1,i04,2022,19,19,55.2,v,09_09_2004,24,0.3,,24,30,,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,10,20,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,20,70,p,,19_09_2007,55.8,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,56.9,5,v,,12_07_2010,57.1,5,v,,14_09_2011,57.5,5,v,,12_08_2012,58,4,v,,29_07_2014,58.5,5,v,,18_10_2016,58.1,5,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6675,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,,40,1,C,7,330,29,O,23,i04,2004,17,17,47.2,m,09_09_2004,10,0.1,7m de altura,10,10,,0,m,,,,qt_pr,04_10_2005,18_08_2005,0,m,NE,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,,,,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6676,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,8,388,29,O,13,i04,2024,20,20,59.8,v,09_09_2004,45,1,,45,100,,5,v,,50,40,,04_10_2005,18_08_2005,3,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,110,90,p,,19_09_2007,59.6,4,v,,07_08_2008,4,v,,3,0,0,0,,10_09_2009,,11_08_2009,60,4,v,,12_07_2010,59.7,5,v,,14_09_2011,58.4,4,v,casca solta,12_08_2012,59.5,4,v,abelha no tronco,29_07_2014,59.8,4,v,,18_10_2016,57.6,4,v,,16_07_2018,57,v,3,,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,morta,26_06_2024,Santarem_Nathalia_Maraca
6677,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,8,390,29,O,5,i04,2014,15,15,54.5,v,09_09_2004,135,0.8,,135,80,,4,v,,15,5,,04_10_2005,18_08_2005,4,v,,20,40,,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,70,40,p,,19_09_2007,52.7,4,v,,07_08_2008,4,v,,1,0,0,0,,10_09_2009,,11_08_2009,53.6,4,v,,12_07_2010,53.1,5,v,,14_09_2011,53.3,5,v,,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6678,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,9,405,29,L,14,i04,2024,18,18,40.7,v,09_09_2004,20,0.6,,20,60,,5,v,,4,3,,04_10_2005,18_08_2005,5,v,CR,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,90,90,p,,19_09_2007,44.6,4,v,cr,07_08_2008,5,v,,2,1,0,0,,10_09_2009,,11_08_2009,48.9,4,v,casca estufada,12_07_2010,52.2,4,v,casca estufada,14_09_2011,53.2,5,v,,12_08_2012,53.4,5,v,,29_07_2014,53.9,5,v,,18_10_2016,54.8,4,v,cq,16_07_2018,58.7,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,morta,26_06_2024,Santarem_Nathalia_Maraca
6679,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,9,407,29,O,15,i04,2008,16,16,42.2,v,09_09_2004,NQ,,,,,NQ,4,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,90,50,p,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6680,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,40,1,C,9,427,29,O,10,i04,2014,17,17,40.5,v,09_09_2004,NQ,,,,,NQ,4,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,70,90,p,,19_09_2007,42.8,2,v,,07_08_2008,3,v,,4,1,0,0,,10_09_2009,,11_08_2009,48.8,3,v,casca estufada,12_07_2010,49.4,3,v,casca estufada,14_09_2011,45.8,4,v,casca solta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6681,,cuiarana,Tertet,Terminalia,tetraphylla (Aublet) Howard,Combretaceae,,0.72,40,1,C,10,450,29,L,7,i04,2008,16,16,74.3,v,09_09_2004,50,0.7,,50,70,,2,v,cq,10,2,,04_10_2005,18_08_2005,3,v,,,,nq,,14_09_2006,,11_08_2006,,3,v,,19_07_2007,,0,70,100,p,cq,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,,,,10_09_2009,QT,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6682,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,10,455,29,L,16,i04,2022,19,19,51.9,v,09_09_2004,50,0.4,,50,40,,4,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,120,60,p,,19_09_2007,51.8,3,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,53.4,5,v,,12_07_2010,52.1,4,v,,14_09_2011,52.1,4,v,,12_08_2012,52.1,4,v,,29_07_2014,52.1,4,v,,18_10_2016,52.8,4,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6683,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,10,456,29,L,6,i04,2014,23,23,49.6,v,09_09_2004,20,0.1,,20,10,,3,v,,,,NQ,04_10_2005,18_08_2005,3,v,,60,10,,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,11,10,p,,19_09_2007,49.8,3,v,,07_08_2008,3,v,,2,0,0,0,,10_09_2009,,11_08_2009,49.6,4,v,,12_07_2010,50.2,3,v,,14_09_2011,50,4,v,,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6684,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,11,525,29,O,4,i04,,20,20,63.6,v,09_09_2004,15,0.4,,15,40,,5,v,,10,2,,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,170,100,p,,19_09_2007,65.8,3,v,,07_08_2008,5,v,,4,0,50,10,,10_09_2009,,11_08_2009,66,5,v,,12_07_2010,65.5,5,v,,14_09_2011,64.9,5,v,,12_08_2012,65.3,4,v,,29_07_2014,65.6,4,v,sem casca,18_10_2016,66.4,4,v,,16_07_2018,59.6,v,5,casca solta,,17_08_2022,Sabrina_Darlisson_Leandro,58.4,4,v,ct,26_06_2024,Santarem_Nathalia_Maraca
