placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,ns,transecto,metragem,recruit,data_morta,ind.resgate,altura,altura_1,dap.06,c.06,mv.06,obs.06,data06,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,cicat.09,recup.09,obs.09,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
25733,,quaruba_cedro,Vocvis,Vochysia,vismiifolia Spr. Ex warm.,Vochysiaceae,,0.48,5a10cm,1,C,114,1.3,S,AB,1421.9,i06,2006,,8,8,9,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25734,,morototo,Schmor,Didymopanax,morototoni (Aubl.) Decne. & Planch.,Araliaceae,,0.44,5a10cm,1,C,116,0.7,S,AB,1426.9,i06,2008,,5,5,7.1,4,v,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25735,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,118,1.9,S,AB,1451.8,i06,2006,,8,8,6.5,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25736,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,118,0.6,S,AB,1453.6,i06,2006,,4,4,5.8,0,m,cr,16_08_2006,,0,m,morta/qt,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25737,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,118,1.6,S,AB,1459.2,i06,2006,,7,7,8.4,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25738,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,5a10cm,1,C,118,0.9,S,AB,1466.8,i06,2008,,6,6,5.4,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25739,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,118,1.8,S,AB,1467.4,i06,2008,,7,7,6,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25740,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,C,120,1.1,S,AB,1488.6,i06,2008,,5,5,5.8,4,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25741,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,120,1.5,S,AB,1496.9,i06,2018,,8,8,7.6,5,v,ce/4329,16_08_2006,8.5,1,v,cr,29_08_2008,3,v,0,0,,14_08_2009,8.8,1,v,cq/cr,19_07_2010,6.5,1,v,cr,17_08_2011,7.6,1,v,,21_06_2012,7.9,1,v,quebrada cr,12_11_2014,7.1,1,v,,20_05_2016,,0,m,morta,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25742,,cipo_de_fogo_folha_peluda,Dolspa,Doliocarpus,spatulifolius Kubitzki,Dilleniaceae,,0.65,5a10cm,1,C,120,1.5,S,AB,1496.9,i06,2022,,20,20,5.5,5,v,,16_08_2006,6.6,4,v,,29_08_2008,5,v,0,0,,14_08_2009,6.5,4,v,,19_07_2010,8.5,1,v,,17_08_2011,7.4,1,v,,21_06_2012,7.5,2,v,,12_11_2014,7.5,1,v,,20_05_2016,7.3,2,v,,26_06_2018,,0,m,morta,,23_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,,10_06_2024,
25743,,lacre_folha_prata,Vislat,Vismia,latifolia (Aubl.) Choisy,Hypericaceae,,,5a10cm,1,C,82,1,S,F,1015.3,i06,2014,,10,10,9.4,5,v,cr,16_08_2006,9.7,5,v,,29_08_2008,5,v,3,2,,14_08_2009,10.2,5,v,,28_07_2010,10.1,3,v,q,17_08_2011,10.5,1,v,cqcr,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25744,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,82,0.6,S,F,1021.1,i06,2008,,12,12,8.9,3,v,,16_08_2006,,0,m,,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,28_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25745,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,5a10cm,1,C,86,2.4,S,F,1051.4,i06,2014,,8,8,7,5,v,,16_08_2006,7.5,5,v,,29_08_2008,5,v,0,0,,14_08_2009,8.2,5,v,,28_07_2010,8.4,4,v,,17_08_2011,8.4,4,v,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25746,,inga_roceiro,Ingthi,Inga,thibaudiana DC.Subsp. Russotomentella (Malme)T.D.Penn.,Fabaceae,,0.573055556,5a10cm,1,C,86,1.2,S,F,1055.6,i06,2014,,9,9,6.8,5,v,,16_08_2006,6.9,5,v,,29_08_2008,5,v,0,0,,14_08_2009,7,5,v,,28_07_2010,7,5,v,,17_08_2011,7,1,v,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25747,,quaruba_cedro,Vocvis,Vochysia,vismiifolia Spr. Ex warm.,Vochysiaceae,,0.48,5a10cm,1,C,86,0.9,S,F,1059.2,i06,2008,,8,8,6.6,3,v,cq/cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,28_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25748,,quaruba_cedro,Vocvis,Vochysia,vismiifolia Spr. Ex warm.,Vochysiaceae,,0.48,5a10cm,1,C,86,2.5,S,F,1061.2,i06,2006,,12,12,8.6,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,28_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25749,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,86,0.6,S,F,1071.2,i06,2008,,7,7,9.5,3,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,28_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25750,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,88,0.6,S,F,1083.7,i06,2018,,8,8,7,5,v,,16_08_2006,7.2,5,v,,29_08_2008,5,v,0,0,,14_08_2009,7.4,5,v,,28_07_2010,7.5,5,v,,17_08_2011,7.8,3,v,,10_07_2012,8.1,1,v,cr,06_01_2015,8.8,1,v,,13_06_2016,,0,m,morta,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25751,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,88,0.8,S,F,1090.2,i06,2012,,7,7,8.5,5,v,,16_08_2006,8.6,5,v,,29_08_2008,5,v,0,0,,14_08_2009,8.8,5,v,,28_07_2010,8.8,5,v,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25752,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,5a10cm,1,C,88,2.5,S,F,1090.9,i06,2012,,14,14,8.8,5,v,,16_08_2006,9.1,5,v,,29_08_2008,5,v,0,0,,14_08_2009,9.4,5,v,,28_07_2010,9.6,5,v,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25753,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,90,2.5,S,F,1103,i06,2014,,8,8,7,5,v,,16_08_2006,7.6,5,v,,29_08_2008,5,v,2,1,,14_08_2009,7.5,4,v,,16_07_2010,7.7,2,v,,17_08_2011,8.1,4,v,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25754,,bacabinha_quina,Fergui,Ferdinandusa,guainiae Spruce ex K.Schum.,Rubiaceae,,0.725,5a10cm,1,C,90,1.6,S,F,1111.7,i06,2011,,7,7,7.4,4,v,,16_08_2006,7.6,3,v,,29_08_2008,2,v,0,0,,14_08_2009,7.5,1,v,,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25755,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,94,0.9,S,F,1154.2,i06,2006,,6,6,8.3,0,m,tombada,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25756,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,94,1.5,S,F,1160,i06,2022,,6,6,7.1,5,v,,16_08_2006,7.4,4,v,,29_08_2008,4,v,,,morta,14_08_2009,8.2,5,v,,16_07_2010,8.8,4,v,,17_08_2011,9.7,5,v,,10_07_2012,10.8,4,v,,06_01_2015,11,4,v,,13_06_2016,11.2,1,v,"cqcr, metro 1160",04_07_2018,,0,m,rachada no c„o n„o medida,,07_07_2022,Ebis_Bate_Santarem,,0,m,,10_06_2024,
25757,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,94,1.5,S,F,1156.4,i06,2008,,8,8,7.3,5,v,,16_08_2006,,0,m,mortra,29_08_2008,0,m,0,0,,14_08_2009,,0,m,m,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,13_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25758,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,96,2,S,F,1187.7,i06,2008,,6,6,6.9,5,v,,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25759,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,96,2.1,S,F,1191.4,i06,2008,,5,5,5.8,5,v,,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25760,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,96,1,S,F,1199.3,i06,2022,,9,9,9.2,5,v,,16_08_2006,9.1,5,v,,29_08_2008,5,v,0,0,,14_08_2009,9.3,5,v,,16_07_2010,9.4,5,v,,17_08_2011,9.5,5,v,,10_07_2012,9.5,4,v,,06_01_2015,9.6,1,v,,14_06_2016,9.8,1,v,,04_07_2018,,0,m,morta,,07_07_2022,Ebis_Bate_Santarem,,0,m,,10_06_2024,
25761,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,96,2.3,S,F,1199.7,i06,2011,,8,8,9,5,v,,16_08_2006,9.2,4,v,,29_08_2008,5,v,0,0,,14_08_2009,9.1,4,v,,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25762,,quaruba_cedro,Vocvis,Vochysia,vismiifolia Spr. Ex warm.,Vochysiaceae,,0.48,5a10cm,1,C,98,1.2,S,F,1205,i06,2016,,13,13,9.9,5,v,,16_08_2006,13.1,5,v,,29_08_2008,5,v,2,1,,14_08_2009,16,5,v,,16_07_2010,17.4,5,v,,17_08_2011,19.2,5,v,,20_06_2012,22.7,5,v,,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25763,,coca_brava,Eryruf,Erythroxylum,rufum Cav.,Erythroxylaceae,,0.7575,5a10cm,1,C,98,0.8,S,F,1208.8,i06,2009,,7,7,6.5,5,v,,16_08_2006,13.1,5,v,,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25764,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,5a10cm,1,C,100,1.8,S,F,1228.9,i06,,,8,8,8.8,5,v,,16_08_2006,9.3,5,v,,29_08_2008,4,v,,,,14_08_2009,10.5,5,v,,16_07_2010,11,5,v,,17_08_2011,11.4,5,v,,10_07_2012,13,5,v,,06_01_2015,14.1,5,v,,14_06_2016,15.2,5,v,,04_07_2018,17.2,5,v,,,07_07_2022,Ebis_Bate_Santarem,17.9,5,v,,17_06_2024,Ebis_Sebastiao_Santarem
25765,,quaruba_cedro,Vocvis,Vochysia,vismiifolia Spr. Ex warm.,Vochysiaceae,,0.48,5a10cm,1,C,100,1.7,S,F,1238.1,i06,2006,,8,8,5.7,0,m,,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25766,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,100,2.1,S,F,1240,i06,2006,,2,2,9,0,m,,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25767,,coca_brava,Eryruf,Erythroxylum,rufum Cav.,Erythroxylaceae,,0.7575,5a10cm,1,C,100,1.2,S,F,1248,i06,2006,,9,9,7.6,0,m,,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25768,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,5a10cm,1,C,102,1.2,S,F,1253.5,i06,2008,,7,7,6,3,v,cq/cr,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25769,,cipo,unkunk,unknow,unknow,unknow,,,5a10cm,1,C,102,1.8,S,F,1262.3,i06,2010,,20,20,5.6,5,v,,16_08_2006,5.6,5,v,,29_08_2008,5,v,0,0,,14_08_2009,,0,m,m,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25770,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,5a10cm,1,C,104,1.7,S,F,1281.8,i06,2008,,14,14,7.9,5,v,,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25771,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,104,2.5,S,F,1287.6,i06,2024,,7,7,6.5,5,v,,16_08_2006,6.8,5,v,,29_08_2008,5,v,0,0,,14_08_2009,6.9,3,v,,16_07_2010,7,5,v,,17_08_2011,7.1,4,v,,10_07_2012,7.4,4,v,,06_01_2015,7.9,4,v,,14_06_2016,8.2,4,v,,04_07_2018,8.5,2,v,cqcr,,07_07_2022,Ebis_Bate_Santarem,,0,m,morta,17_06_2024,Ebis_Sebastiao_Santarem
25772,,tinteiro_branco,Micpyr,Miconia,pyrifolia Naudin,Melastomataceae,,0.6315,5a10cm,1,C,104,1.1,S,F,1290,i06,2011,,6,6,9.9,5,v,,16_08_2006,9.9,3,v,,29_08_2008,1,v,0,0,cq,14_08_2009,10.1,2,v,,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25773,,cipo_falso_curare,Strxin,Strychnos,xinguensis Krukoff.,Loganiaceae,,0.54,5a10cm,1,C,104,0.7,S,F,1289.8,i06,2018,,20,20,9.5,5,v,cr,16_08_2006,9.7,5,v,,29_08_2008,5,v,0,0,,14_08_2009,9.7,5,v,,16_07_2010,10.1,1,v,cr,17_08_2011,10.2,1,v,,10_07_2012,9.8,1,v,cq,06_01_2015,10.1,1,v,cqcr,14_06_2016,,0,m,morta,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25774,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,106,1.8,S,F,1301.8,i06,2009,,8,8,7,5,v,,16_08_2006,7.4,2,v,,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25775,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,108,1.8,S,F,1331.6,i06,2012,,7,7,6.2,5,v,,16_08_2006,6.5,4,v,,29_08_2008,3,v,0,0,,14_08_2009,6.6,3,v,,16_07_2010,6.5,4,v,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25776,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,108,1.4,S,F,1332.3,i06,2014,,8,8,9.3,5,v,,16_08_2006,10.6,5,v,,29_08_2008,5,v,,,,14_08_2009,11.4,5,v,,16_07_2010,11.6,5,v,,17_08_2011,11.7,1,v,cqcr,20_06_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25777,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,108,0.8,S,F,1334.8,i06,2014,,7,7,8.3,5,v,,16_08_2006,9,5,v,,29_08_2008,5,v,2,1,,14_08_2009,9.5,5,v,,16_07_2010,9.5,4,v,,17_08_2011,9.9,4,v,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25778,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,108,2.2,S,F,1339.6,i06,2008,,8,8,8,5,v,,16_08_2006,,0,m,mortra,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25779,,pau_sangue,Conper,Connarus,perrottetii (DC.) Planch.,Connaraceae,,0.45,5a10cm,1,C,110,0.9,S,F,1350.8,i06,2009,,5,5,5.4,5,v,cr,16_08_2006,6.3,5,v,,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25780,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,110,2,S,F,1350.9,i06,2011,,5,5,7.7,5,v,cr,16_08_2006,7,5,v,,29_08_2008,1,v,0,0,cqcr,14_08_2009,7.3,1,v,cq/cr,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25781,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,C,110,1.2,S,F,1352,i06,2008,,5,5,5.1,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25782,,murta,Myrsyl,Myrcia,sylvatica (G. Meyer) DC.,Myrtaceae,,0.815,5a10cm,1,C,110,2,S,F,1352.7,i06,2008,,9,9,6.4,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25783,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,110,1,S,F,1353.9,i06,2010,,5,5,7,5,v,,16_08_2006,7.4,4,v,,29_08_2008,3,v,0,0,cr,14_08_2009,,0,m,m/cr,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25784,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,C,110,2.3,S,F,1357.8,i06,2010,,5,5,5.8,5,v,,16_08_2006,7.1,5,v,,29_08_2008,5,v,0,0,,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25785,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,C,110,1.6,S,F,1360.6,i06,2010,,6,6,6.3,5,v,cr,16_08_2006,7.9,5,v,,29_08_2008,5,v,0,0,,14_08_2009,,0,m,m,16_07_2010,,0,m,morta,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25786,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,C,112,1.8,S,F,1381.6,i06,2006,,6,6,5.8,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,16_07_2010,,0,m,,17_08_2011,,0,m,,10_07_2012,,0,m,morta,06_01_2015,,0,m,morta,14_06_2016,,0,m,,04_07_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
